Level Name,Creator,Level ID,Creator User ID,Difficulty,Reward,,Rating,Song Name,Song Artist,Song ID,Extra Songs,Gamemode,Coins,Coins Status,Duration,Length,Description,Objects,Objects (LDM),LDM,Two Player,Game Version,Level Version,Password,Copied ID,Requested Reward,Editor Time,Editor Time (Copies),Editor Time (+Copies),Upload Date,Update Date
Very hard CLG,FunnyGame,49229,18375,Insane,8⭐,8,✨ Featured,Cant Let Go,DJVI,Level 6,,⭐ Classic,,N/A,0:01:20.16,🕒 Long,hard level,"3,517",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-11 12:14:26,2013-11-11 12:14:26
Level 0,FunnyGame,49411,18375,Normal,3⭐,3,✔ Normal,Stereo Madness,ForeverBound,Level 1,,⭐ Classic,,N/A,0:01:25.74,🕒 Long,So easy... but.. some fake,"1,819",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-11 13:36:47,2013-11-11 13:36:47
rainbow vr 1,BM Aiden,49442,37403,Harder,6⭐,6,✔ Normal,Cant Let Go,DJVI,Level 6,,⭐ Classic,,N/A,0:01:20.54,🕒 Long,rainbow vr 1,"2,899",N/A,❌ No,❌ No,Pre-1.7,3,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-11 13:51:49,2013-11-11 13:51:49
Cycles v2,Rabbitical,50323,12791,Harder,7⭐,7,✔ Normal,Cycles,DJVI,Level 9,,⭐ Classic,,N/A,0:01:19.10,🕒 Long,"This is my 6th level. Thank you for downloding and playing!! There are many fakes. So, be careful!!","2,891",N/A,❌ No,❌ No,Pre-1.7,3,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-12 11:02:18,2013-11-12 11:02:18
Rainforest,MasK463,50978,19181,Easy,2⭐,2,✔ Normal,Base After Base,DJVI,Level 5,,⭐ Classic,,N/A,0:00:40.58,🕒 Medium,Update Every day,578,N/A,❌ No,❌ No,Pre-1.7,4,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-12 23:34:01,2013-11-12 23:34:01
1,Player,52128,39420,Easy,2⭐,2,✔ Normal,Stereo Madness,ForeverBound,Level 1,,⭐ Classic,,N/A,0:00:46.55,🕒 Medium,1,"1,147",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-13 15:05:52,2013-11-13 15:05:52
2,Player,53303,39420,Normal,3⭐,3,✔ Normal,Stereo Madness,ForeverBound,Level 1,,⭐ Classic,,N/A,0:01:25.16,🕒 Long,2,"2,377",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-14 15:16:43,2013-11-14 15:16:43
7 Back on Track,IAmCody,53884,20418129,Harder,7⭐,7,✔ Normal,Back On Track,DJVI,Level 2,,⭐ Classic,,N/A,0:01:20.08,🕒 Long,Cody,"2,446",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-15 09:39:09,2013-11-15 09:39:09
go kuku 2,kuku,55142,9527,Harder,6⭐,6,✔ Normal,Time Machine,Waterflame,Level 8,,⭐ Classic,,N/A,0:01:36.24,🕒 Long,,"2,401",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-16 01:35:09,2013-11-16 01:35:09
THE LIGHTNING ROAD,timeless real,55520,28762,Easy Demon,10⭐,10,✨ Featured,Dry Out,DJVI,Level 4,,⭐ Classic,,N/A,0:01:19.96,🕒 Long,"Removed Coins, ~ Timeless Real / Reduloc","3,527",N/A,❌ No,❌ No,2.1,3,808080,55520,10,0:06:20,0:00:03,0:06:23,2013-11-16 04:24:13,2020-04-28 20:26:43
Sunrise,MasK463,56216,19181,Harder,6⭐,6,✔ Normal,Polargeist,Step,Level 3,,⭐ Classic,,N/A,0:01:30.17,🕒 Long,,"2,636",N/A,❌ No,❌ No,Pre-1.7,17,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-16 09:04:08,2013-11-16 09:04:08
Extreme Park,Rabbitical,56287,12791,Medium Demon,10⭐,10,✔ Normal,Jumper,Waterflame,Level 7,,⭐ Classic,,N/A,0:01:26.41,🕒 Long,This is extremely hard level. Practice makes perfect!!! Next time I will make easier level.,"3,372",N/A,❌ No,❌ No,1.7,1,3372,N/A,N/A,N/A,N/A,N/A,2013-11-16 09:25:07,2014-06-05 09:57:03
POLARSYSTEM,gtm,56520,6397,Harder,6⭐,6,✔ Normal,Polargeist,Step,Level 3,,⭐ Classic,,N/A,0:01:29.21,🕒 Long,CYCLING,"1,815",N/A,❌ No,❌ No,2.1,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-16 10:52:09,2021-06-04 01:17:29
the shutter,mcore2,57071,28772,Harder,7⭐,7,✔ Normal,Cant Let Go,DJVI,Level 6,,⭐ Classic,,N/A,0:01:21.79,🕒 Long,Made By Min Hyeok Kim,"1,623",N/A,❌ No,❌ No,Pre-1.7,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-16 13:55:17,2013-11-16 13:55:17
Reverse Situation,ka2stgo,57579,43585,Normal,3⭐,3,✔ Normal,Jumper,Waterflame,Level 7,,⭐ Classic,,N/A,0:01:20.44,🕒 Long,ka2stgo,"1,935",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-17 00:57:55,2013-11-17 00:57:55
1,cycles,57608,24443,Harder,7⭐,7,✔ Normal,Cycles,DJVI,Level 9,,⭐ Classic,,N/A,0:01:21.99,🕒 Long,,"2,457",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-17 01:08:20,2013-11-17 01:08:20
sky jumps,KSB,57651,16996,Hard,4⭐,4,✔ Normal,Cant Let Go,DJVI,Level 6,,⭐ Classic,,N/A,0:01:21.70,🕒 Long,BG is sky.,"1,891",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-17 01:28:58,2013-11-17 01:28:58
Find The Letters,nokhoon,57674,26417,Hard,4⭐,4,✔ Normal,Dry Out,DJVI,Level 4,,⭐ Classic,,N/A,0:01:20.93,🕒 Long,...and search the map!,"1,318",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-17 01:38:13,2013-11-17 01:38:13
Super Cycles,Jax,57730,1620,Easy Demon,10⭐,10,✨ Featured,Cycles,DJVI,Level 9,,⭐ Classic,,N/A,0:01:20.87,🕒 Long,Jax! 3781,"3,754",N/A,❌ No,❌ No,1.8,2,003781,N/A,N/A,N/A,N/A,N/A,2013-11-17 02:00:12,2014-08-11 14:58:31
embarrasing,Tremendousdash,57850,40770,Hard,5⭐,5,✔ Normal,Base After Base,DJVI,Level 5,,⭐ Classic,,N/A,0:01:22.37,🕒 Long,goodygoody,"3,113",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-17 02:48:44,2013-11-17 02:48:44
try this,1029,57901,15469,Normal,3⭐,3,✔ Normal,Base After Base,DJVI,Level 5,,⭐ Classic,,N/A,0:01:23.33,🕒 Long,,"1,474",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-17 03:10:42,2013-11-17 03:10:42
zero hard,qkr2,57914,38130,Hard,5⭐,5,✔ Normal,Cant Let Go,DJVI,Level 6,,⭐ Classic,,N/A,0:01:19.19,🕒 Long,zero,"2,506",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-17 03:15:35,2013-11-17 03:15:35
cycles v2,Kyui,58177,39768,Normal,3⭐,3,✔ Normal,Cycles,DJVI,Level 9,,⭐ Classic,,N/A,0:01:20.64,🕒 Long,,"2,058",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-17 04:49:02,2013-11-17 04:49:02
Sunrise 2,MasK463,58178,19181,Harder,6⭐,6,✨ Featured,Polargeist,Step,Level 3,,⭐ Classic,,N/A,0:01:07.16,🕒 Long,,"1,497",N/A,❌ No,❌ No,Pre-1.7,4,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-17 04:49:23,2013-11-17 04:49:23
Jumper V2,Gw Jumper,58821,39817,Hard,5⭐,5,✔ Normal,Jumper,Waterflame,Level 7,,⭐ Classic,,N/A,0:01:25.16,🕒 Long,Jump party,"3,674",N/A,❌ No,❌ No,Pre-1.7,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-17 09:03:21,2013-11-17 09:03:21
cannon ,Supermoon,59297,42739,Auto,1⭐,1,✔ Normal,Cycles,DJVI,Level 9,,⭐ Classic,,N/A,0:00:32.88,🕒 Medium,,441,N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-17 12:41:32,2013-11-17 12:41:32
stereo madness v2,IIINePtunEIII,59767,31245,Normal,3⭐,3,✨ Featured,Stereo Madness,ForeverBound,Level 1,,⭐ Classic,,N/A,0:01:24.60,🕒 Long,Stereo madness v2,"2,539",N/A,❌ No,❌ No,1.8,11,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-18 04:54:04,2014-08-19 06:26:34
Moon do,Moon do,60493,45702,Harder,6⭐,6,✔ Normal,Time Machine,Waterflame,Level 8,,⭐ Classic,,N/A,0:01:35.75,🕒 Long,Moon do,"3,311",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-18 12:42:53,2013-11-18 12:42:53
Stereo Madness Real,MasterDucky,60615,12685,Auto,1⭐,1,✔ Normal,Stereo Madness,ForeverBound,Level 1,,⭐ Classic,,N/A,0:00:40.87,🕒 Medium,Now really auto :),"1,067",N/A,❌ No,❌ No,2.1,1,Free Copy,60615,1,N/A,N/A,N/A,2013-11-18 13:59:00,2017-03-05 03:34:16
come on,Player,60661,45731,Auto,1⭐,1,✔ Normal,Jumper,Waterflame,Level 7,,⭐ Classic,,N/A,0:00:28.84,🕒 Medium,,654,N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-18 14:23:34,2013-11-18 14:23:34
Loding,LOOK,60662,45838,Insane,8⭐,8,✔ Normal,Stereo Madness,ForeverBound,Level 1,,⭐ Classic,,N/A,0:01:24.10,🕒 Long,NK,"2,536",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-18 14:24:33,2013-11-18 14:24:33
Welter Corridor,Salvator,60712,35861,Hard,4⭐,4,✔ Normal,Cant Let Go,DJVI,Level 6,,⭐ Classic,,N/A,0:01:17.94,🕒 Long,salvator,"2,476",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-18 15:20:58,2013-11-18 15:20:58
fatmasa98 map2,fatmasa98,60771,45853,Normal,3⭐,3,✔ Normal,Dry Out,DJVI,Level 4,,⭐ Classic,,N/A,0:00:40.20,🕒 Medium,fatmasa98 map2,697,N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-18 18:49:32,2013-11-18 18:49:32
square adventure,diamond,61757,46587,Hard,4⭐,4,✨ Featured,Stereo Madness,ForeverBound,Level 1,,⭐ Classic,,N/A,0:01:22.76,🕒 Long,You can do it!,"2,283",N/A,❌ No,❌ No,1.9,6,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-19 14:33:38,2014-12-09 07:49:28
the dragon,XQ,61794,7593,Hard,5⭐,5,✔ Normal,Cant Let Go,DJVI,Level 6,,⭐ Classic,,N/A,0:01:35.18,🕒 Long,by XQ,"2,340",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-19 15:10:59,2013-11-19 15:10:59
Back on Track v2,IIINePtunEIII,61982,31245,Hard,4⭐,4,✨ Featured,Back On Track,DJVI,Level 2,,⭐ Classic,,N/A,0:01:20.25,🕒 Long,Back on Track v2,"2,104",N/A,❌ No,❌ No,1.8,12,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-20 03:43:06,2014-10-10 09:24:26
soft mountion,Supermoon,62073,42739,Easy,2⭐,2,✔ Normal,Time Machine,Waterflame,Level 8,,⭐ Classic,,N/A,0:00:36.54,🕒 Medium,,497,N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-20 05:37:55,2013-11-20 05:37:55
incompleted park,M2coL,63099,475,Normal,3⭐,3,✔ Normal,Polargeist,Step,Level 3,,⭐ Classic,,N/A,0:00:30.18,🕒 Medium,"Its too late, but anyway now I fixed that stupid bug.",840,N/A,❌ No,❌ No,1.9,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-20 14:30:35,2014-12-12 19:40:36
Easy and Hard,TheRealDarnoc,63419,20,Insane,8⭐,8,✨ Featured,Base After Base,DJVI,Level 5,,⭐ Classic,,N/A,0:01:24.20,🕒 Long,"easy at first, then it ramps up the difficulty!","2,059",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-21 02:26:39,2013-11-21 02:26:39
death game,Player,64222,50490,Hard,5⭐,5,✔ Normal,Jumper,Waterflame,Level 7,,⭐ Classic,,N/A,0:01:25.26,🕒 Long,normal mode,"2,042",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-21 11:27:48,2013-11-21 11:27:48
auto by hama,hama,64449,51067,Auto,1⭐,1,✔ Normal,Dry Out,DJVI,Level 4,,⭐ Classic,,N/A,0:01:20.54,🕒 Long,,"3,473",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-21 12:52:52,2013-11-21 12:52:52
eg1 208,fffmet,64474,18112,Harder,7⭐,7,✔ Normal,Cycles,DJVI,Level 9,,⭐ Classic,,N/A,0:01:16.88,🕒 Long,pj981118,"2,718",N/A,❌ No,❌ No,Pre-1.7,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-21 13:03:01,2013-11-21 13:03:01
JURPER2,ds,64502,35770,Normal,3⭐,3,✔ Normal,Jumper,Waterflame,Level 7,,⭐ Classic,,N/A,0:01:27.38,🕒 Long,ssm0702,"2,239",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-21 13:15:16,2013-11-21 13:15:16
Super Jump Man,CroAtiA,64656,26080,Harder,6⭐,6,✔ Normal,Jumper,Waterflame,Level 7,,⭐ Classic,,N/A,0:01:25.84,🕒 Long,ahaha,"3,307",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-21 14:10:58,2013-11-21 14:10:58
November,Gw Jumper,64703,39817,Harder,7⭐,7,✨ Featured,Cycles,DJVI,Level 9,,⭐ Classic,,N/A,0:01:10.97,🕒 Long,Jumper and Cycles,"2,503",N/A,❌ No,❌ No,Pre-1.7,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-21 14:32:57,2013-11-21 14:32:57
Black White,YunHaSeu14,64834,36314,Hard,5⭐,5,✨ Featured,Polargeist,Step,Level 3,,⭐ Classic,,N/A,0:01:28.63,🕒 Long,,"2,005",N/A,❌ No,❌ No,Pre-1.7,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-21 16:08:16,2013-11-21 16:08:16
very very good,primary,64863,51972,Hard,4⭐,4,✔ Normal,Jumper,Waterflame,Level 7,,⭐ Classic,,N/A,0:01:02.54,🕒 Long,little hard version,"1,327",N/A,❌ No,❌ No,Pre-1.7,3,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-21 17:16:52,2013-11-21 17:16:52
rocket jumper,gamer456,64900,52026,Normal,3⭐,3,✨ Featured,Jumper,Waterflame,Level 7,,⭐ Classic,,N/A,0:01:26.22,🕒 Long,Please let me know if there is anything I can fix. This is Rocket Jumper v2.,"2,003",N/A,❌ No,❌ No,Pre-1.7,3,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-21 20:13:09,2013-11-21 20:13:09
Polargeist v2,IIINePtunEIII,65106,31245,Hard,4⭐,4,✨ Featured,Polargeist,Step,Level 3,,⭐ Classic,,N/A,0:01:28.92,🕒 Long,Polargeist v2,"2,002",N/A,❌ No,❌ No,1.8,6,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-22 05:16:00,2014-08-23 11:19:15
epep409,epep409,65943,12829,Hard,4⭐,4,✔ Normal,Tiny Tunes,Fantomenk,311087,,⭐ Classic,,N/A,0:00:34.27,🕒 Medium,everyone enjoy me map thx so much!!!!!!!!,"2,132",N/A,❌ No,❌ No,1.9,10,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-22 11:28:05,2015-05-16 04:50:05
Out of Hell,Prayer,66120,25568,Hard,4⭐,4,✔ Normal,Time Machine,Waterflame,Level 8,,⭐ Classic,,N/A,0:01:35.75,🕒 Long,,"3,961",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-22 12:29:24,2013-11-22 12:29:24
godochi,viby,66144,29060,Harder,6⭐,6,✨ Featured,Polargeist,Step,Level 3,,⭐ Classic,,N/A,0:01:27.28,🕒 Long,godochi,"1,846",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-22 12:39:16,2013-11-22 12:39:16
time machine v2,mk,66255,3891,Harder,6⭐,6,✔ Normal,Time Machine,Waterflame,Level 8,,⭐ Classic,,N/A,0:01:32.77,🕒 Long,,"2,290",N/A,❌ No,❌ No,Pre-1.7,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-22 13:07:39,2013-11-22 13:07:39
creeper,rkawlqkf123,66513,5509120,Normal,3⭐,3,✨ Featured,Stereo Madness,ForeverBound,Level 1,,⭐ Classic,,N/A,0:01:25.45,🕒 Long,,"2,801",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-22 14:24:35,2013-11-22 14:24:35
xSTEP ver 2,no8,66608,14911,Insane,8⭐,8,✔ Normal,xStep,DJVI,Level 10,,⭐ Classic,,N/A,0:00:59.36,🕒 Long,you will need some control,"2,246",N/A,❌ No,❌ No,Pre-1.7,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-22 15:05:16,2013-11-22 15:05:16
Project VXY,Orla001,66806,38501,Hard,4⭐,4,✔ Normal,Cant Let Go,DJVI,Level 6,,⭐ Classic,,N/A,0:01:16.50,🕒 Long,,"1,401",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-22 19:18:54,2013-11-22 19:18:54
ProLevel1,Dreeom,67332,57679,Harder,7⭐,7,✨ Featured,Dry Out,DJVI,Level 4,,⭐ Classic,,N/A,0:01:22.47,🕒 Long,...,"2,061",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-23 02:12:18,2013-11-23 02:12:18
Hard Core,Tom,67358,27964,Insane,8⭐,8,✨ Featured,xStep,DJVI,Level 10,,⭐ Classic,,N/A,0:01:22.56,🕒 Long,My 3th Map!!!,"2,941",N/A,❌ No,❌ No,Pre-1.7,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-23 02:21:47,2013-11-23 02:21:47
lode gate,Supermoon,67381,42739,Easy,2⭐,2,✔ Normal,Jumper,Waterflame,Level 7,,⭐ Classic,,N/A,0:00:48.96,🕒 Medium,,608,N/A,❌ No,❌ No,Pre-1.7,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-23 02:31:54,2013-11-23 02:31:54
chogath bot,Player,67871,28948,Hard,4⭐,4,✔ Normal,Jumper,Waterflame,Level 7,,⭐ Classic,,N/A,0:01:23.53,🕒 Long,,"2,641",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-23 05:01:52,2013-11-23 05:01:52
Challenge,MasK463,68184,19181,Easy,2⭐,2,✔ Normal,xStep,DJVI,Level 10,,⭐ Classic,,N/A,0:00:29.41,🕒 Medium,Thank you for disliking,"3,110",N/A,❌ No,❌ No,2.1,2,No Copy,N/A,2,3:05:29,N/A,3:05:29,2013-11-23 06:38:14,2018-06-13 15:59:13
AUTO XSTEP,limequality,69125,5350,Auto,1⭐,1,✨ Featured,Stereo Madness,ForeverBound,Level 1,,⭐ Classic,,N/A,0:00:57.43,🕒 Long,NKY-Automatic   No.4,"5,197",N/A,❌ No,❌ No,Pre-1.7,0,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-23 10:54:39,2013-11-23 10:54:39
level 6,tricer,69993,43618,Normal,3⭐,3,✔ Normal,Cycles,DJVI,Level 9,,⭐ Classic,,N/A,0:01:05.04,🕒 Long,by wjsehgus,"1,846",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-23 15:01:40,2013-11-23 15:01:40
super auto xstep,no8,69996,14911,Auto,1⭐,1,✨ Featured,xStep,DJVI,Level 10,,⭐ Classic,,N/A,0:01:06.77,🕒 Long,Fixed!,"3,570",N/A,❌ No,❌ No,1.9,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-23 15:02:36,2015-01-22 10:00:13
level 7,tricer,70050,43618,Hard,4⭐,4,✨ Featured,Base After Base,DJVI,Level 5,,⭐ Classic,,N/A,0:01:31.04,🕒 Long,by wjsehgus,"2,516",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-23 15:28:01,2013-11-23 15:28:01
yStep,TheRealDarnoc,70059,20,Easy Demon,10⭐,10,✨ Featured,xStep,DJVI,Level 10,,⭐ Classic,,N/A,0:01:19.96,🕒 Long,Extremely hard and extremely awesome! uses a healthy dose of new blocks!,"3,379",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-23 15:32:34,2013-11-23 15:32:34
Practice Level,YunHaSeu14,70196,36314,Easy,2⭐,2,✔ Normal,Stereo Madness,ForeverBound,Level 1,,⭐ Classic,,N/A,0:01:24.78,🕒 Long,,"1,617",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-23 17:07:42,2013-11-23 17:07:42
Stick Stage,YunHaSeu14,70197,36314,Hard,5⭐,5,✨ Featured,Jumper,Waterflame,Level 7,,⭐ Classic,,N/A,0:01:25.64,🕒 Long,,"2,943",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-23 17:10:41,2013-11-23 17:10:41
I can fly,Judas,70814,44316,Auto,1⭐,1,✨ Featured,Polargeist,Step,Level 3,,⭐ Classic,,N/A,0:01:28.92,🕒 Long,AUTO,"3,282",N/A,❌ No,❌ No,2.2,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 02:38:57,2024-08-17 15:16:58
Coloric Road,BlazeJcy,70870,146230,Harder,7⭐,7,✔ Normal,xStep,DJVI,Level 10,,⭐ Classic,,N/A,0:01:12.07,🕒 Long,Search Jcy for more!,"2,324",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 02:53:19,2013-11-24 02:53:19
try way ,Supermoon,71180,42739,Normal,3⭐,3,✔ Normal,Base After Base,DJVI,Level 5,,⭐ Classic,,N/A,0:01:04.85,🕒 Long,,962,N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 04:16:43,2013-11-24 04:16:43
Dry out v2,IIINePtunEIII,71485,31245,Harder,6⭐,6,✨ Featured,Dry Out,DJVI,Level 4,,⭐ Classic,,N/A,0:01:20.06,🕒 Long,Dry Out v2,"1,984",N/A,❌ No,❌ No,1.8,42,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 05:52:34,2014-10-22 00:20:37
weightlessness,Supermoon,72131,42739,Auto,1⭐,1,✨ Featured,Cant Let Go,DJVI,Level 6,,⭐ Classic,,N/A,0:00:24.12,🕒 Short,,467,N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 09:38:59,2013-11-24 09:38:59
OFFline,Spawn,72282,3394658,Easy Demon,10⭐,10,✨ Featured,xStep,DJVI,Level 10,,⭐ Classic,,N/A,0:01:20.35,🕒 Long,Made by spawn,"3,467",N/A,❌ No,❌ No,Pre-1.7,5,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 10:36:47,2013-11-24 10:36:47
Sunrise 3,MasK463,72437,19181,Normal,3⭐,3,✔ Normal,Polargeist,Step,Level 3,,⭐ Classic,,N/A,0:00:38.47,🕒 Medium,,"1,461",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 11:31:37,2013-11-24 11:31:37
demon world,superhexagon,72540,37573,Medium Demon,10⭐,10,✔ Normal,xStep,DJVI,Level 10,,⭐ Classic,,N/A,0:01:36.24,🕒 Long,happy new year!!,"4,612",N/A,❌ No,❌ No,Pre-1.7,7,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 12:04:37,2013-11-24 12:04:37
hard an nomar,Free Dom,72554,50070,Harder,6⭐,6,✔ Normal,Base After Base,DJVI,Level 5,,⭐ Classic,,N/A,0:01:28.24,🕒 Long,Free Dom,"1,247",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 12:08:10,2013-11-24 12:08:10
time machineesys,Player,72703,28206,Hard,4⭐,4,✔ Normal,Time Machine,Waterflame,Level 8,,⭐ Classic,,N/A,0:01:32.67,🕒 Long,good,"1,851",N/A,❌ No,❌ No,Pre-1.7,2,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 13:03:16,2013-11-24 13:03:16
Diverse,Player,72806,69574,Harder,6⭐,6,✨ Featured,Back On Track,DJVI,Level 2,,⭐ Classic,,N/A,0:01:20.35,🕒 Long,Made By P.S.J in South Korea,"1,791",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 13:40:33,2013-11-24 13:40:33
XI Step,dohyen,72812,8208,Insane,8⭐,8,✨ Featured,xStep,DJVI,Level 10,,⭐ Classic,,N/A,0:01:09.95,🕒 Long,,"2,079",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 13:42:25,2013-11-24 13:42:25
new city,cabbin,72836,52535,Normal,3⭐,3,✔ Normal,Time Machine,Waterflame,Level 8,,⭐ Classic,,N/A,0:01:33.54,🕒 Long,harder,"1,936",N/A,❌ No,❌ No,Pre-1.7,6,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 13:55:37,2013-11-24 13:55:37
1016,Player,72881,66077,Normal,3⭐,3,✔ Normal,Stereo Madness,ForeverBound,Level 1,,⭐ Classic,,N/A,0:01:36.24,🕒 Long,,"1,274",N/A,❌ No,❌ No,Pre-1.7,1,No Copy,N/A,N/A,N/A,N/A,N/A,2013-11-24 14:15:56,2013-11-24 14:15:56
